"","x","y"
"1",4017.56311745335,0.200417536534446
"2",3723.38090010977,0.203549060542797
"3",3556.53128430296,0.222338204592901
"4",3446.76180021954,0.266179540709812
"5",3358.9462129528,0.42901878914405
"6",3306.25686059276,0.450939457202505
"7",3249.17672886937,0.60125260960334
"8",3205.268935236,1.02400835073069
"9",3183.31503841932,0.804801670146137
"10",3152.57958287596,0.720250521920668
"11",3126.23490669594,0.739039665970772
"12",3108.67178924259,0.698329853862212
"13",3069.15477497256,0.328810020876826
"14",3034.02854006586,0.256784968684759
"15",2950.60373216246,0.212943632567849
"16",2388.58397365532,0.222338204592901
"17",2221.73435784852,0.234864300626304
"18",2050.49396267838,0.212943632567849
"19",1769.48408342481,0.225469728601252
"20",1607.02524698134,0.25991649269311
"21",1492.86498353458,0.263048016701461
"22",1361.14160263447,0.234864300626304
"23",1115.2579582876,0.228601252609603
"24",1084.52250274424,0.206680584551148
"25",1005.48847420417,0.222338204592901
"26",913.282107574095,0.400835073068893
"27",829.857299670692,0.479123173277661
"28",742.041712403953,0.306889352818371
"29",627.881448957191,0.222338204592901
"30",553.238199780461,0.225469728601252
"31",522.502744237103,0.200417536534446
"32",346.871569703623,0.206680584551148
"33",250.274423710211,0.554279749478079
"34",232.711306256861,1.10229645093946
"35",206.36663007684,0.576200417536534
"36",184.412733260155,0.447807933194154
"37",162.45883644347,0.604384133611691
"38",96.5971459934153,0.222338204592901
"39",65.8616904500559,0.194154488517745
