"","x","y"
"1",0.256637168141592,0.0696920583468394
"2",0.281921618204803,0.146515397082658
"3",0.321428571428571,0.482009724473258
"4",0.351453855878634,0.551053484602917
"5",0.354614412136535,0.60259319286872
"6",0.367256637168141,0.616207455429497
"7",0.376738305941845,0.605510534846029
"8",0.390960809102401,0.654132901134522
"9",0.471554993678887,0.716369529983793
"10",0.542667509481668,0.743598055105348
"11",0.893489254108722,0.788330632090762
"12",1.23482932996207,0.767909238249595
"13",1.35967130214918,0.769854132901134
"14",1.62673830594184,0.794165316045381
"15",2.11504424778761,0.809724473257698
"16",2.12294563843236,0.816531604538088
"17",2.19563843236409,0.803889789303079
"18",2.30151706700379,0.803889789303079
"19",2.3299620733249,0.811669367909238
"20",2.60018963337547,0.80194489465154
"21",2.66182048040455,0.807779578606159
"22",2.72187104930468,0.729011345218801
"23",2.7850821744627,0.5967585089141
"24",2.82142857142857,0.59870340356564
"25",2.85303413400758,0.561750405186386
"26",2.88305941845765,0.590923824959481
"27",2.91466498103666,0.569529983792545
"28",2.98261694058154,0.586061588330632
"61",3.0946035976016,0.661848739495798
"71",3.3344437041972,0.711260504201681
"81",3.454363757495,0.658823529411765
"91",3.56095936042638,0.745546218487395
"101",3.84077281812125,0.757647058823529
"111",3.9873417721519,0.743529411764706
"121",4.2271818787475,0.730420168067227
"131",4.66688874083944,0.510588235294118
"141",4.92005329780146,0.481344537815126
"151",5.01332445036642,0.481344537815126
"161",5.29313790806129,0.295798319327731
"171",5.65289806795469,0.178823529411765
"181",5.95936042638241,0.180840336134454
"191",6.26582278481013,0.140504201680672
"201",6.55896069287142,0.148571428571428
"211",6.94536975349767,0.117310924369748
"221",7.5582944703531,0.0235294117647056
"231",7.78481012658228,0.00941176470588212
"241",8.10459693537641,0.0184873949579829
"251",8.34443704197202,0.0820168067226889
"261",8.46435709526982,0.103193277310924
"271",8.70419720186542,0.11126050420168
"281",8.91738840772818,0.0961344537815124
"29",9.29047301798801,0.106218487394958
"30",9.4636908727515,0.129411764705882
"31",10.0366422385077,0.117310924369748
"32",10.2498334443704,0.103193277310924
"33",10.7694870086609,0.112268907563025
"34",12.1019320453031,0.14453781512605
"35",12.2485009993338,0.134453781512605
"36",12.5416389073951,0.10218487394958
"37",13.4477015323118,0.121344537815126
"38",15.1798800799467,0.140504201680672
"39",16.2325116588941,0.171764705882353
"40",16.7521652231845,0.201008403361344
"41",18.1512325116589,0.223193277310924
"42",19.3504330446369,0.273613445378151
"43",20.0299800133244,0.282689075630252
"44",20.962691538974,0.333109243697479
"45",23.0146568954031,0.376470588235294
"46",23.2811459027315,0.374453781512605
"47",24.9600266489007,0.403697478991597
