T,p,rho,V,E,H,S,Cv,Cp,u,JT,nu,k,phase,compound
Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Compound
352.18,10,13.165,0.075961,1106.4,1866,19.304,3.1295,5.1854,1143.4,-0.61557,22.528,0.18016,supercritical,helium
402.18,10,11.588,0.086295,1262.3,2125.3,19.993,3.1271,5.1849,1215.9,-0.60889,24.63,0.1967,supercritical,helium
452.18,10,10.348,0.096633,1418.2,2384.5,20.6,3.1253,5.1848,1284.4,-0.60163,26.668,0.21269,supercritical,helium
502.18,10,9.3479,0.10698,1574,2643.7,21.144,3.124,5.1851,1349.5,-0.59424,28.648,0.22822,supercritical,helium
552.18,10,8.5236,0.11732,1729.8,2903,21.636,3.1229,5.1854,1411.7,-0.58697,30.579,0.24332,supercritical,helium
602.18,10,7.8326,0.12767,1885.6,3162.3,22.086,3.1221,5.1857,1471.4,-0.57993,32.464,0.25805,supercritical,helium
652.18,10,7.2451,0.13802,2041.3,3421.6,22.499,3.1214,5.1861,1528.7,-0.57319,34.309,0.27244,supercritical,helium
702.18,10,6.7395,0.14838,2197.1,3680.9,22.883,3.1208,5.1865,1584,-0.56675,36.117,0.28651,supercritical,helium
752.18,10,6.2997,0.15874,2352.9,3940.2,23.239,3.1203,5.1869,1637.4,-0.56063,37.89,0.3003,supercritical,helium
802.18,10,5.9138,0.1691,2508.6,4199.6,23.573,3.1199,5.1872,1689.2,-0.55482,39.633,0.31383,supercritical,helium
852.18,10,5.5723,0.17946,2664.4,4458.9,23.887,3.1196,5.1875,1739.5,-0.5493,41.346,0.32712,supercritical,helium
902.18,10,5.2681,0.18982,2820.1,4718.3,24.183,3.1193,5.1878,1788.3,-0.54406,43.033,0.34018,supercritical,helium
952.18,10,4.9954,0.20018,2975.9,4977.7,24.462,3.119,5.1881,1835.9,-0.53908,44.694,0.35303,supercritical,helium
1002.2,10,4.7494,0.21055,3131.6,5237.1,24.728,3.1188,5.1883,1882.3,-0.53434,46.333,0.36569,supercritical,helium
1052.2,10,4.5266,0.22092,3287.4,5496.6,24.981,3.1186,5.1886,1927.6,-0.52983,47.949,0.37817,supercritical,helium
1102.2,10,4.3237,0.23129,3443.1,5756,25.221,3.1184,5.1888,1971.8,-0.52554,49.544,0.39047,supercritical,helium
1152.2,10,4.1381,0.24165,3598.9,6015.4,25.452,3.1182,5.189,2015.1,-0.52144,51.12,0.40261,supercritical,helium
1202.2,10,3.9679,0.25202,3754.6,6274.9,25.672,3.1181,5.1892,2057.5,-0.51752,52.677,0.4146,supercritical,helium
1252.2,10,3.811,0.2624,3910.4,6534.4,25.884,3.118,5.1893,2099,-0.51378,54.217,0.42644,supercritical,helium
1302.2,10,3.6661,0.27277,4066.2,6793.8,26.087,3.1178,5.1895,2139.8,-0.5102,55.739,0.43814,supercritical,helium
1352.2,10,3.5318,0.28314,4221.9,7053.3,26.282,3.1177,5.1896,2179.7,-0.50677,57.246,0.44971,supercritical,helium
1402.2,10,3.407,0.29351,4377.7,7312.8,26.471,3.1176,5.1898,2219,-0.50348,58.738,0.46116,supercritical,helium
1452.2,10,3.2907,0.30389,4533.4,7572.3,26.653,3.1175,5.1899,2257.6,-0.50032,60.215,0.47249,supercritical,helium
83.806,0,0,infinite,26.154,43.596,12.397,0.3122,0.52033,170.5,undefined,6.7658,0.0052807,vapor,argon
133.81,0,0,infinite,41.764,69.613,12.543,0.3122,0.52033,215.44,undefined,10.904,0.0085103,vapor,argon
183.81,0,0,infinite,57.374,95.63,12.642,0.3122,0.52033,252.51,undefined,14.74,0.011505,vapor,argon
233.81,0,0,infinite,72.984,121.65,12.717,0.3122,0.52033,284.79,undefined,18.301,0.014284,vapor,argon
283.81,0,0,infinite,88.594,147.66,12.778,0.3122,0.52033,313.77,undefined,21.625,0.016878,vapor,argon
300,0,0,infinite,93.649,156.09,12.795,0.3122,0.52033,322.59,3.6248,22.656,0.017683,liquid,argon
300,0,0,infinite,93.649,156.09,12.795,0.3122,0.52033,322.59,3.6248,22.656,0.017683,vapor,argon
333.81,0,0,infinite,104.2,173.68,12.828,0.3122,0.52033,340.28,undefined,24.745,0.019314,vapor,argon
383.81,0,0,infinite,119.81,199.7,12.872,0.3122,0.52033,364.88,undefined,27.692,0.021613,vapor,argon
433.81,0,0,infinite,135.42,225.71,12.91,0.3122,0.52033,387.92,undefined,30.487,0.023795,vapor,argon
483.81,0,0,infinite,151.03,251.73,12.944,0.3122,0.52033,409.67,undefined,33.15,0.025873,vapor,argon
533.81,0,0,infinite,166.64,277.75,12.975,0.3122,0.52033,430.32,undefined,35.697,0.027861,vapor,argon
583.81,0,0,infinite,182.25,303.76,13.003,0.3122,0.52033,450.02,undefined,38.141,0.029769,vapor,argon
633.81,0,0,infinite,197.86,329.78,13.028,0.3122,0.52033,468.89,undefined,40.494,0.031606,vapor,argon
683.81,0,0,infinite,213.47,355.8,13.052,0.3122,0.52033,487.04,undefined,42.765,0.033378,vapor,argon
83.806,0.03,1.7392,0.57498,25.786,43.036,3.462,0.31735,0.53453,169.49,35.518,6.787,0.0052438,vapor,argon
133.81,0.03,1.0803,0.92563,41.613,69.382,3.7088,0.31296,0.52335,215.18,14.727,10.917,0.0085202,vapor,argon
183.81,0.03,0.78508,1.2738,57.283,95.496,3.8746,0.31245,0.52157,252.42,8.5658,14.75,0.011516,vapor,argon
233.81,0.03,0.6168,1.6213,72.92,121.56,4,0.31231,0.52099,284.77,5.6779,18.309,0.014295,vapor,argon
283.81,0.03,0.508,1.9685,88.545,147.6,4.101,0.31226,0.52074,313.78,4.0171,21.631,0.016888,vapor,argon
333.81,0.03,0.43185,2.3156,104.16,173.63,4.1854,0.31224,0.52061,340.32,2.9439,24.751,0.019322,vapor,argon
383.81,0.03,0.37556,2.6627,119.78,199.66,4.2581,0.31223,0.52053,364.92,2.1962,27.696,0.021621,vapor,argon
433.81,0.03,0.33226,3.0097,135.4,225.69,4.3218,0.31222,0.52048,387.97,1.6471,30.491,0.023802,vapor,argon
483.81,0.03,0.29791,3.3567,151.01,251.71,4.3786,0.31222,0.52045,409.72,1.2279,33.153,0.02588,vapor,argon
533.81,0.03,0.27,3.7036,166.62,277.73,4.4298,0.31221,0.52043,430.37,0.89824,35.7,0.027868,vapor,argon
583.81,0.03,0.24688,4.0506,182.24,303.75,4.4764,0.31221,0.52041,450.07,0.63274,38.144,0.029775,vapor,argon
633.81,0.03,0.2274,4.3975,197.85,329.77,4.5192,0.31221,0.5204,468.95,0.4148,40.497,0.031611,vapor,argon
683.81,0.03,0.21077,4.7445,213.46,355.79,4.5587,0.31221,0.52039,487.09,0.23306,42.767,0.033383,vapor,argon
87.178,0.1,1396.2,0.00071625,-117.73,-117.66,1.3734,0.53657,1.1171,839.2,-0.39315,271.86,0.12581,liquid,argon
87.178,0.1,5.7043,0.17531,26.042,43.573,3.2229,0.32791,0.56541,170.77,32.993,7.1241,0.0055151,vapor,argon
133.81,0.1,3.6259,0.27579,41.26,68.839,3.4555,0.31476,0.53058,214.56,14.712,10.948,0.0085458,vapor,argon
183.81,0.1,2.6239,0.38112,57.071,95.182,3.6229,0.31302,0.52448,252.22,8.5506,14.772,0.011544,vapor,argon
233.81,0.1,2.0585,0.4858,72.77,121.35,3.7488,0.31258,0.52254,284.73,5.6673,18.326,0.01432,vapor,argon
283.81,0.1,1.6943,0.59023,88.431,147.45,3.85,0.31241,0.52169,313.82,4.0096,21.645,0.01691,vapor,argon
333.81,0.1,1.4398,0.69453,104.07,173.53,3.9346,0.31234,0.52125,340.4,2.9385,24.763,0.019343,vapor,argon
383.81,0.1,1.2519,0.79876,119.71,199.58,4.0073,0.3123,0.52099,365.03,2.1921,27.707,0.02164,vapor,argon
433.81,0.1,1.1075,0.90295,135.33,225.63,4.0711,0.31227,0.52083,388.08,1.644,30.5,0.023819,vapor,argon
483.81,0.1,0.99294,1.0071,150.95,251.67,4.1279,0.31226,0.52072,409.84,1.2254,33.162,0.025896,vapor,argon
533.81,0.1,0.89989,1.1113,166.57,277.7,4.1791,0.31225,0.52064,430.5,0.89623,35.708,0.027883,vapor,argon
583.81,0.1,0.82279,1.2154,182.19,303.73,4.2257,0.31224,0.52058,450.2,0.63109,38.151,0.029789,vapor,argon
633.81,0.1,0.75787,1.3195,197.81,329.76,4.2685,0.31223,0.52054,469.08,0.41344,40.503,0.031625,vapor,argon
683.81,0.1,0.70245,1.4236,213.42,355.78,4.308,0.31223,0.52051,487.22,0.23192,42.773,0.033396,vapor,argon
99.049,0.3,1320.1,0.00075752,-104.39,-104.16,1.5169,0.50008,1.1494,754,-0.32297,188.94,0.11012,liquid,argon
99.049,0.3,15.703,0.06368,28.082,47.186,3.045,0.34302,0.62084,178.41,25.731,8.2566,0.0065718,vapor,argon
133.81,0.3,11.1,0.090088,40.222,67.248,3.2191,0.3202,0.55292,212.74,14.668,11.042,0.00864,vapor,argon
183.81,0.3,7.9319,0.12607,56.459,94.281,3.3909,0.31469,0.533,251.65,8.5063,14.838,0.01163,vapor,argon
233.81,0.3,6.1965,0.16138,72.343,120.76,3.5183,0.31334,0.52701,284.63,5.6369,18.377,0.014394,vapor,argon
283.81,0.3,5.0908,0.19643,88.105,147.04,3.6202,0.31284,0.52443,313.94,3.9884,21.687,0.016976,vapor,argon
333.81,0.3,4.3223,0.23136,103.81,173.22,3.7051,0.31261,0.52309,340.63,2.923,24.798,0.019401,vapor,argon
383.81,0.3,3.7564,0.26621,119.49,199.35,3.7781,0.31249,0.52231,365.32,2.1805,27.738,0.021693,vapor,argon
433.81,0.3,3.322,0.30102,135.15,225.46,3.842,0.31242,0.52182,388.41,1.635,30.527,0.023868,vapor,argon
483.81,0.3,2.9779,0.33581,150.8,251.54,3.8989,0.31237,0.52149,410.19,1.2183,33.186,0.025942,vapor,argon
533.81,0.3,2.6986,0.37057,166.44,277.61,3.9502,0.31234,0.52125,430.86,0.8905,35.73,0.027926,vapor,argon
583.81,0.3,2.4672,0.40531,182.07,303.66,3.9969,0.31232,0.52108,450.57,0.6264,38.171,0.02983,vapor,argon
633.81,0.3,2.2725,0.44005,197.7,329.72,4.0397,0.3123,0.52095,469.44,0.40955,40.522,0.031663,vapor,argon
683.81,0.3,2.1063,0.47478,213.33,355.76,4.0792,0.31229,0.52085,487.59,0.22867,42.79,0.033432,vapor,argon
116.6,1,1191.3,0.00083942,-83.661,-82.822,1.7099,0.46268,1.2851,614.12,-0.10424,118.89,0.087482,liquid,argon
116.6,1,49.546,0.020183,28.624,48.807,2.8388,0.37946,0.80069,184.63,18.745,10.188,0.008873,vapor,argon
133.81,1,40.125,0.024922,36.19,61.112,2.9374,0.34344,0.65857,205.68,14.475,11.439,0.0092646,vapor,argon
183.81,1,27.181,0.03679,54.253,91.043,3.1282,0.32072,0.56557,249.7,8.3423,15.093,0.011989,vapor,argon
233.81,1,20.904,0.047838,70.828,118.67,3.2612,0.316,0.5432,284.34,5.5277,18.568,0.014683,vapor,argon
283.81,1,17.062,0.058611,86.961,145.57,3.3656,0.31433,0.53415,314.39,3.913,21.841,0.017222,vapor,argon
333.81,1,14.44,0.069254,102.9,172.15,3.4518,0.31357,0.52957,341.47,2.8686,24.927,0.019618,vapor,argon
383.81,1,12.527,0.079825,118.74,198.56,3.5256,0.31317,0.52693,366.37,2.1397,27.848,0.021889,vapor,argon
433.81,1,11.068,0.090353,134.51,224.86,3.59,0.31293,0.52527,389.59,1.6035,30.625,0.024047,vapor,argon
483.81,1,9.9156,0.10085,150.25,251.1,3.6472,0.31278,0.52416,411.43,1.1935,33.273,0.026107,vapor,argon
533.81,1,8.9823,0.11133,165.95,277.28,3.6987,0.31268,0.52338,432.13,0.87052,35.808,0.02808,vapor,argon
583.81,1,8.2106,0.12179,181.64,303.44,3.7456,0.3126,0.52281,451.86,0.61007,38.243,0.029974,vapor,argon
633.81,1,7.5616,0.13225,197.32,329.57,3.7885,0.31255,0.52238,470.74,0.39602,40.588,0.031799,vapor,argon
683.81,1,7.0081,0.14269,212.99,355.68,3.8282,0.3125,0.52206,488.88,0.21734,42.851,0.033562,vapor,argon
133.81,3,1036.4,0.00096489,-61.468,-58.573,1.8891,0.44753,1.6455,461.78,0.38848,76.811,0.067435,liquid,argon
138.71,3,962.59,0.0010389,-52.731,-49.614,1.9548,0.45653,2.0789,388.26,0.80322,63.963,0.060412,liquid,argon
138.71,3,166.18,0.0060175,20.846,38.899,2.5929,0.48187,1.8915,182.24,12.112,14.09,0.015872,vapor,argon
183.81,3,89.041,0.011231,47.302,80.994,2.8611,0.34,0.69004,244.57,7.7718,16.064,0.013564,vapor,argon
233.81,3,64.907,0.015407,66.356,112.58,3.0135,0.32365,0.59447,284.13,5.191,19.22,0.015732,vapor,argon
283.81,3,51.95,0.019249,83.653,141.4,3.1254,0.31851,0.56306,316.15,3.6905,22.34,0.018054,vapor,argon
333.81,3,43.566,0.022954,100.29,169.15,3.2155,0.31625,0.54832,344.19,2.7114,25.334,0.020322,vapor,argon
383.81,3,37.616,0.026585,116.59,196.34,3.2914,0.31507,0.54012,369.61,2.0233,28.192,0.022507,vapor,argon
433.81,3,33.144,0.030172,132.7,223.21,3.3572,0.31437,0.53506,393.11,1.5144,30.923,0.024603,vapor,argon
483.81,3,29.647,0.03373,148.68,249.87,3.4154,0.31392,0.53171,415.1,1.1234,33.537,0.026614,vapor,argon
533.81,3,26.832,0.037269,164.59,276.4,3.4675,0.31362,0.52937,435.87,0.81425,36.045,0.028548,vapor,argon
583.81,3,24.513,0.040794,180.44,302.82,3.5149,0.3134,0.52768,455.62,0.56415,38.457,0.030411,vapor,argon
633.81,3,22.569,0.044309,196.25,329.17,3.5582,0.31323,0.52641,474.49,0.35804,40.784,0.032209,vapor,argon
683.81,3,20.914,0.047815,212.02,355.47,3.5981,0.31311,0.52543,492.6,0.18555,43.032,0.033948,vapor,argon
133.81,10,1118.7,0.00089387,-69.043,-60.105,1.8293,0.44393,1.2701,575.11,-0.015567,96.318,0.077917,liquid,argon
183.81,10,448.33,0.0022305,11.317,33.622,2.4138,0.41534,1.8424,258.44,3.8424,26.309,0.028737,supercritical,argon
233.81,10,241.81,0.0041355,49.208,90.564,2.6922,0.34899,0.82752,294.39,3.7462,23.047,0.021248,supercritical,argon
283.81,10,180.27,0.0055471,71.825,127.3,2.835,0.33191,0.67215,328.54,2.8553,24.834,0.021842,supercritical,argon
333.81,10,146.88,0.0068081,91.186,159.27,2.9389,0.32491,0.61416,357.69,2.1546,27.21,0.023346,supercritical,argon
383.81,10,125.04,0.0079976,109.2,189.17,3.0224,0.3213,0.58492,383.62,1.6236,29.705,0.025089,supercritical,argon
433.81,10,109.34,0.009146,126.5,217.96,3.0929,0.31916,0.56775,407.31,1.2136,32.193,0.026874,supercritical,argon
483.81,10,97.387,0.010268,143.37,246.05,3.1542,0.31777,0.5567,429.31,0.88941,34.633,0.028652,supercritical,argon
533.81,10,87.929,0.011373,159.95,273.68,3.2086,0.31682,0.54913,449.98,0.6277,37.009,0.030403,supercritical,argon
583.81,10,80.227,0.012465,176.35,301,3.2575,0.31612,0.54369,469.56,0.41255,39.319,0.032119,supercritical,argon
633.81,10,73.816,0.013547,192.6,328.07,3.302,0.3156,0.53964,488.22,0.23294,41.563,0.033796,supercritical,argon
683.81,10,68.387,0.014623,208.75,354.98,3.3429,0.3152,0.53655,506.09,0.081022,43.743,0.035434,supercritical,argon
195.5,0,0,infinite,1391.1,1486.5,27.358,1.5198,2.008,355.11,undefined,6.8493,0.019625,vapor,ammonia
245.5,0,0,infinite,1467.5,1587.4,27.706,1.5441,2.0324,397.18,undefined,8.3046,0.021096,vapor,ammonia
295.5,0,0,infinite,1546,1690.3,27.996,1.6009,2.0891,433.89,undefined,10.025,0.024583,vapor,ammonia
300,0,0,infinite,1553.3,1699.7,28.021,1.6071,2.0953,436.99,27.687,10.188,0.024988,liquid,ammonia
300,0,0,infinite,1553.3,1699.7,28.021,1.6071,2.0953,436.99,27.687,10.188,0.024988,vapor,ammonia
345.5,0,0,infinite,1627.9,1796.6,28.252,1.6783,2.1665,466.63,undefined,11.881,0.029822,vapor,ammonia
395.5,0,0,infinite,1714.1,1907.2,28.485,1.7696,2.2578,496.34,undefined,13.802,0.036475,vapor,ammonia
445.5,0,0,infinite,1805.1,2022.6,28.702,1.8705,2.3587,523.71,undefined,15.747,0.044131,vapor,ammonia
495.5,0,0,infinite,1901.2,2143.2,28.906,1.9778,2.466,549.2,undefined,17.688,0.052309,vapor,ammonia
545.5,0,0,infinite,2002.9,2269.2,29.102,2.0894,2.5777,573.19,undefined,19.611,0.060452,vapor,ammonia
595.5,0,0,infinite,2110.2,2401,29.29,2.2038,2.6921,595.93,undefined,21.509,0.067933,vapor,ammonia
645.5,0,0,infinite,2223.3,2538.5,29.472,2.3197,2.8079,617.63,undefined,23.379,0.074053,vapor,ammonia
695.5,0,0,infinite,2342.2,2681.8,29.649,2.436,2.9243,638.44,undefined,25.222,0.078038,vapor,ammonia
218.07,0.03,707.99,0.0014124,96.31,96.353,0.46609,2.8929,4.3314,1928.5,-0.21021,358.37,0.73985,liquid,ammonia
218.07,0.03,0.28528,3.5053,1420.4,1525.6,7.02,1.613,2.1496,372,100.26,7.4311,0.020072,vapor,ammonia
245.5,0.03,0.25207,3.9671,1464.6,1583.6,7.2708,1.5838,2.0963,395.48,60.248,8.2863,0.021137,vapor,ammonia
295.5,0.03,0.20862,4.7934,1544.7,1688.5,7.6594,1.6132,2.1108,433.08,29.189,10.016,0.024617,vapor,ammonia
345.5,0.03,0.17817,5.6127,1627.1,1795.5,7.994,1.6833,2.1762,466.16,16.997,11.877,0.029851,vapor,ammonia
395.5,0.03,0.15554,6.4294,1713.5,1906.4,8.2937,1.7721,2.263,496.04,11.073,13.801,0.0365,vapor,ammonia
445.5,0.03,0.13803,7.2449,1804.7,2022,8.5687,1.8718,2.3618,523.5,7.743,15.746,0.044154,vapor,ammonia
495.5,0.03,0.12407,8.0599,1900.9,2142.7,8.8255,1.9786,2.4681,549.06,5.6772,17.688,0.052329,vapor,ammonia
545.5,0.03,0.11268,8.8744,2002.7,2268.9,9.068,2.09,2.5791,573.09,4.3036,19.612,0.06047,vapor,ammonia
595.5,0.03,0.10321,9.6888,2110,2400.7,9.2991,2.2042,2.6931,595.86,3.3433,21.51,0.06795,vapor,ammonia
645.5,0.03,0.095211,10.503,2223.1,2538.2,9.5208,2.32,2.8087,617.58,2.6462,23.38,0.074068,vapor,ammonia
695.5,0.03,0.088362,11.317,2342.1,2681.6,9.7346,2.4363,2.9249,638.4,2.1252,25.223,0.078053,vapor,ammonia
239.56,0.1,682.29,0.0014656,190.61,190.75,0.87843,2.8553,4.4465,1770,-0.18613,256.42,0.66656,liquid,ammonia
239.56,0.1,0.87867,1.1381,1447.2,1561,6.5983,1.7032,2.2947,386.05,65.377,8.0459,0.020955,vapor,ammonia
245.5,0.1,0.85486,1.1698,1457.5,1574.5,6.654,1.683,2.2601,391.39,59.213,8.2426,0.021235,vapor,ammonia
295.5,0.1,0.70072,1.4271,1541.4,1684.1,7.0605,1.6428,2.1635,431.15,29.034,9.9959,0.024697,vapor,ammonia
345.5,0.1,0.59636,1.6769,1625.2,1792.9,7.4006,1.6951,2.1993,465.05,16.953,11.867,0.029919,vapor,ammonia
395.5,0.1,0.51975,1.924,1712.3,1904.7,7.7026,1.7778,2.2753,495.34,11.057,13.796,0.03656,vapor,ammonia
445.5,0.1,0.46084,2.17,1803.7,2020.7,7.9789,1.875,2.3692,523.03,7.7365,15.745,0.044206,vapor,ammonia
495.5,0.1,0.41403,2.4153,1900.2,2141.8,8.2362,1.9806,2.4729,548.73,5.6741,17.689,0.052376,vapor,ammonia
545.5,0.1,0.3759,2.6603,2002.1,2268.1,8.4791,2.0913,2.5825,572.85,4.3018,19.614,0.060513,vapor,ammonia
595.5,0.1,0.34423,2.9051,2109.6,2400.1,8.7105,2.2052,2.6956,595.69,3.3421,21.512,0.067989,vapor,ammonia
645.5,0.1,0.31749,3.1497,2222.7,2537.7,8.9324,2.3207,2.8107,617.46,2.6453,23.383,0.074104,vapor,ammonia
695.5,0.1,0.29462,3.3942,2341.7,2681.1,9.1463,2.4368,2.9264,638.32,2.1244,25.226,0.078086,vapor,ammonia
245.5,0.3,674.98,0.0014815,216.94,217.39,0.98703,2.8455,4.4754,1728.3,-0.17909,236.72,0.64713,liquid,ammonia
263.93,0.3,651.03,0.001536,300.25,300.71,1.3143,2.8149,4.5675,1596.6,-0.15381,188.53,0.58771,liquid,ammonia
263.93,0.3,2.4625,0.40608,1473,1594.8,6.2175,1.85,2.5518,397.75,43.091,8.7746,0.022565,vapor,ammonia
295.5,0.3,2.1507,0.46495,1531.7,1671.2,6.4911,1.7343,2.3301,425.41,28.577,9.9379,0.024937,vapor,ammonia
345.5,0.3,1.8108,0.55224,1619.7,1785.4,6.8482,1.7297,2.2679,461.84,16.824,11.839,0.03012,vapor,ammonia
395.5,0.3,1.5706,0.63671,1708.6,1899.6,7.157,1.7943,2.311,493.31,11.011,13.784,0.036737,vapor,ammonia
445.5,0.3,1.389,0.71995,1801.1,2017.1,7.4365,1.8841,2.3906,521.66,7.7179,15.741,0.04436,vapor,ammonia
495.5,0.3,1.246,0.80257,1898.2,2138.9,7.6957,1.9862,2.487,547.77,5.6651,17.691,0.052513,vapor,ammonia
545.5,0.3,1.1302,0.88483,2000.4,2265.9,7.9397,2.0951,2.5924,572.18,4.2966,19.619,0.060636,vapor,ammonia
595.5,0.3,1.0343,0.96686,2108.2,2398.3,8.1718,2.2078,2.7029,595.21,3.3386,21.519,0.068102,vapor,ammonia
645.5,0.3,0.95354,1.0487,2221.6,2536.2,8.3942,2.3226,2.8162,617.12,2.6427,23.391,0.074208,vapor,ammonia
695.5,0.3,0.88457,1.1305,2340.8,2679.9,8.6086,2.4383,2.9307,638.08,2.1223,25.235,0.078183,vapor,ammonia
245.5,1,675.34,0.0014807,216.47,217.95,0.98509,2.8467,4.4721,1730.9,-0.17965,237.53,0.6481,liquid,ammonia
295.5,1,606.8,0.001648,446.5,448.15,1.8378,2.7681,4.762,1367.5,-0.091296,135.22,0.49325,liquid,ammonia
298.05,1,602.92,0.0016586,458.66,460.32,1.8788,2.7648,4.7835,1347.9,-0.084271,131.82,0.48581,liquid,ammonia
298.05,1,7.7823,0.1285,1498,1626.5,5.7916,2.1298,3.133,404.91,26.163,9.8313,0.026145,vapor,ammonia
345.5,1,6.3174,0.15829,1599.2,1757.5,6.2003,1.8641,2.5483,449.87,16.374,11.749,0.030905,vapor,ammonia
395.5,1,5.3751,0.18604,1695.4,1881.4,6.5355,1.8542,2.4454,486,10.853,13.748,0.037432,vapor,ammonia
445.5,1,4.7079,0.21241,1791.6,2004,6.8273,1.9165,2.4684,516.81,7.6519,15.735,0.044941,vapor,ammonia
495.5,1,4.1999,0.2381,1890.9,2129,7.0932,2.0059,2.5373,544.42,5.6326,17.701,0.053013,vapor,ammonia
545.5,1,3.7964,0.26341,1994.7,2258.1,7.3413,2.1082,2.6274,569.81,4.2777,19.639,0.061084,vapor,ammonia
595.5,1,3.4664,0.28848,2103.4,2391.9,7.576,2.2171,2.7285,593.53,3.3259,21.547,0.068509,vapor,ammonia
645.5,1,3.1908,0.3134,2217.6,2531,7.8003,2.3295,2.8356,615.94,2.6332,23.422,0.074582,vapor,ammonia
695.5,1,2.9568,0.3382,2337.3,2675.5,8.0159,2.4436,2.946,637.28,2.1147,25.269,0.078528,vapor,ammonia
245.5,3,676.39,0.0014784,215.12,219.56,0.97961,2.8501,4.463,1738.3,-0.1812,239.83,0.65088,liquid,ammonia
295.5,3,608.62,0.0016431,444.11,449.04,1.8296,2.7697,4.7387,1381.2,-0.096265,136.85,0.49688,liquid,ammonia
338.87,3,534.59,0.0018706,659.66,665.27,2.5115,2.7384,5.3579,1021.5,0.10129,89.506,0.37447,liquid,ammonia
338.87,3,23.711,0.042174,1503.3,1629.8,5.3579,2.5611,4.4734,395.64,15.924,11.282,0.033652,vapor,ammonia
345.5,3,22.58,0.044286,1525.1,1658,5.4401,2.4261,4.0506,406.37,15.11,11.58,0.034217,vapor,ammonia
395.5,3,17.572,0.05691,1653.8,1824.6,5.892,2.0481,2.9407,463.09,10.4,13.718,0.040228,vapor,ammonia
445.5,3,14.867,0.067264,1763,1964.8,6.2263,2.0129,2.7229,502.45,7.4548,15.767,0.046999,vapor,ammonia
495.5,3,13.026,0.076772,1869.5,2099.8,6.5135,2.0631,2.6934,534.78,5.5316,17.767,0.054649,vapor,ammonia
545.5,3,11.649,0.085846,1977.8,2235.3,6.7739,2.1457,2.7329,563.14,4.2175,19.725,0.062501,vapor,ammonia
595.5,3,10.564,0.094663,2089.6,2373.6,7.0165,2.2435,2.8044,588.87,3.2852,21.644,0.069777,vapor,ammonia
645.5,3,9.6794,0.10331,2206.1,2516,7.246,2.349,2.8927,612.71,2.603,23.525,0.075732,vapor,ammonia
695.5,3,8.9407,0.11185,2327.5,2663.1,7.4654,2.4586,2.9903,635.1,2.091,25.375,0.079582,vapor,ammonia
245.5,10,679.94,0.0014707,210.57,225.28,0.96087,2.8615,4.433,1763.2,-0.1863,247.79,0.66044,liquid,ammonia
295.5,10,614.64,0.001627,436.2,452.47,1.8025,2.7762,4.667,1425.7,-0.11163,142.41,0.50914,liquid,ammonia
345.5,10,534.23,0.0018719,678.2,696.92,2.5657,2.7251,5.2232,1049.7,0.080748,89.328,0.37496,liquid,ammonia
395.5,10,383.07,0.0026105,999.15,1025.3,3.4468,2.9873,11.591,483.06,1.4689,47.974,0.23114,liquid,ammonia
398.32,10,356.7,0.0028035,1036.7,1064.7,3.5463,3.1209,17.999,409.04,2.0704,43.632,0.21873,liquid,ammonia
398.32,10,121.58,0.0082251,1368.3,1450.6,4.515,3.5494,27.548,323.12,7.6606,17.793,0.10104,vapor,ammonia
445.5,10,62.928,0.015891,1639.3,1798.2,5.3514,2.4127,4.3425,446.47,6.5361,16.892,0.062152,vapor,ammonia
495.5,10,49.62,0.020153,1785.8,1987.3,5.7544,2.2698,3.4313,501.6,5.0488,18.561,0.063483,vapor,ammonia
545.5,10,42.243,0.023673,1914.5,2151.2,6.0698,2.2761,3.1747,541.67,3.9265,20.384,0.069305,vapor,ammonia
595.5,10,37.247,0.026847,2039.2,2307.7,6.3443,2.334,3.1026,574.64,3.0918,22.227,0.075527,vapor,ammonia
645.5,10,33.531,0.029823,2164.5,2462.8,6.5943,2.4158,3.1083,603.38,2.4646,24.06,0.080757,vapor,ammonia
695.5,10,30.608,0.032672,2292.5,2619.2,6.8277,2.5099,3.1535,629.28,1.9864,25.873,0.084063,vapor,ammonia
98.94,0,0,infinite,316.97,326.32,5.3625,0.29885,0.39333,110.91,undefined,5.7997,0.0031641,vapor,tetrafluoromethane
148.94,0,0,infinite,333.39,347.46,5.4959,0.36159,0.45607,133.22,undefined,8.8303,0.0055103,vapor,tetrafluoromethane
198.94,0,0,infinite,353.39,372.18,5.6111,0.43987,0.53435,151.1,undefined,11.817,0.0085422,vapor,tetrafluoromethane
248.94,0,0,infinite,377.45,400.97,5.7187,0.5225,0.61698,166.64,undefined,14.627,0.012121,vapor,tetrafluoromethane
298.94,0,0,infinite,405.57,433.81,5.8214,0.60121,0.69569,180.78,undefined,17.236,0.016049,vapor,tetrafluoromethane
300,0,0,infinite,406.21,434.55,5.8235,0.60279,0.69727,181.06,5.4195,17.289,0.016134,liquid,tetrafluoromethane
300,0,0,infinite,406.21,434.55,5.8235,0.60279,0.69727,181.06,5.4195,17.289,0.016134,vapor,tetrafluoromethane
