"","p","Z","T"
"1",0.0207939508506617,0.94292343387471,0.6
"2",0.0964083175803403,0.88584686774942,0.6
"3",0.143667296786389,0.85800464037123,0.6
"4",0.204158790170132,0.825986078886311,0.6
"5",0.257088846880907,0.798143851508121,0.6
"6",0.311909262759924,0.77030162412993,0.6
"7",0.364839319470699,0.74385150812065,0.6
"8",0.419659735349716,0.717401392111369,0.6
"9",0.465028355387524,0.695127610208817,0.6
"10",0.510396975425331,0.674245939675174,0.6
"11",0.563327032136106,0.647795823665893,0.6
"12",0.810964083175803,0.507192575406032,0.6
"13",0.867674858223062,0.461252900232018,0.6
"14",0.909262759924386,0.422273781902552,0.6
"15",0.952741020793951,0.374941995359629,0.6
"16",0.00471698113207553,0.98785046728972,0.65
"17",0.00849056603773601,0.978504672897196,0.65
"18",0.0122641509433963,0.967289719626168,0.65
"19",0.0160377358490567,0.957009345794393,0.65
"20",0.019811320754717,0.945794392523365,0.65
"21",0.0245283018867926,0.935514018691589,0.65
"22",0.0283018867924529,0.924299065420561,0.65
"23",0.0566037735849058,0.930985915492958,0.7
"24",0.0452830188679245,0.944366197183098,0.7
"25",0.0339622641509434,0.959154929577465,0.7
"26",0.018867924528302,0.977464788732394,0.7
"27",0.0990566037735849,0.87196261682243,0.75
"28",0.0858490566037736,0.888785046728972,0.75
"29",0.0716981132075472,0.906542056074766,0.75
"30",0.059433962264151,0.922429906542056,0.75
"31",0.0481132075471699,0.938317757009346,0.75
"32",0.0358490566037737,0.953271028037383,0.75
"33",0.0245283018867926,0.969158878504673,0.75
"34",0.137996219281664,0.892307692307692,0.8
"35",0.102079395085066,0.923076923076923,0.8
"36",0.0680529300567109,0.951048951048951,0.8
"37",0.241509433962264,0.836744186046512,0.85
"38",0.211320754716981,0.85906976744186,0.85
"39",0.184905660377359,0.878604651162791,0.85
"40",0.156603773584906,0.900930232558139,0.85
"41",0.133962264150943,0.916279069767442,0.85
"42",0.0962264150943396,0.941395348837209,0.85
"43",0.0566037735849056,0.967906976744186,0.85
"44",0.375471698113208,0.79906976744186,0.9
"45",0.29622641509434,0.845116279069767,0.9
"46",0.228301886792453,0.884186046511628,0.9
"47",0.167924528301887,0.917674418604651,0.9
"48",0.090566037735849,0.956744186046512,0.9
"49",0.577358490566038,0.706944444444444,0.95
"50",0.530188679245283,0.7375,0.95
"51",0.484905660377358,0.763888888888889,0.95
"52",0.449056603773585,0.786111111111111,0.95
"53",0.418867924528302,0.802777777777778,0.95
"54",0.388679245283019,0.820833333333333,0.95
"55",0.358490566037736,0.836111111111111,0.95
"56",0.332075471698113,0.85,0.95
"57",0.313207547169811,0.858333333333333,0.95
"58",0.275471698113208,0.877777777777778,0.95
"59",0.237735849056604,0.894444444444444,0.95
"60",0.213207547169811,0.906944444444444,0.95
"61",0.177358490566038,0.923611111111111,0.95
"62",0.150943396226415,0.936111111111111,0.95
"63",0.113207547169811,0.954166666666667,0.95
"64",0.992452830188679,0.32046511627907,1
"65",0.954716981132075,0.434883720930233,1
"66",0.9,0.521395348837209,1
"67",0.816981132075472,0.610697674418605,1
"68",0.716981132075471,0.686046511627907,1
"69",0.633962264150943,0.737674418604651,1
"70",0.524528301886792,0.796279069767442,1
"71",0.424528301886792,0.842325581395349,1
"72",0.339622641509434,0.877209302325581,1
"73",0.256603773584906,0.909302325581395,1
"74",0.186792452830189,0.934418604651163,1
"75",0.998109640831758,0.613488372093023,1.05
"76",0.924385633270321,0.653953488372093,1.05
"77",0.76937618147448,0.732093023255814,1.05
"78",0.674858223062382,0.773953488372093,1.05
"79",0.597353497164461,0.803255813953488,1.05
"80",0.487712665406427,0.842325581395349,1.05
"81",0.381852551984877,0.88,1.05
"82",0.270321361058601,0.916279069767442,1.05
"83",0.994318181818182,0.758041958041958,1.15
"84",0.840909090909091,0.801398601398601,1.15
"85",0.590909090909091,0.865734265734266,1.15
"86",0.736742424242424,0.829370629370629,1.15
"87",0.464015151515151,0.895104895104895,1.15
"88",0.354166666666667,0.92027972027972,1.15
"89",0.994318181818182,0.851044083526682,1.3
"90",0.867424242424242,0.870533642691415,1.3
"91",0.727272727272727,0.892807424593968,1.3
"92",0.589015151515151,0.91368909512761,1.3
"93",0.471590909090909,0.930394431554524,1.3
"94",0.357954545454545,0.947099767981438,1.3
"95",0.274621212121212,0.959628770301624,1.3
"96",0.994328922495274,0.935962877030162,1.6
"97",0.871455576559546,0.94431554524362,1.6
"98",0.733459357277883,0.954060324825986,1.6
"99",0.623818525519849,0.961020881670533,1.6
"100",0.510396975425331,0.967981438515081,1.6
"101",0.410207939508507,0.974941995359629,1.6
"102",0.311909262759924,0.981902552204176,1.6
"103",0.0548204158790171,1.00279069767442,3
"104",0.158790170132325,1.00418604651163,3
"105",0.32703213610586,1.00697674418605,3
"106",0.465028355387524,1.00976744186047,3
"107",0.580340264650284,1.01116279069767,3
"108",0.693761814744802,1.01255813953488,3
"109",0.820415879017013,1.0153488372093,3
"110",0.967863894139887,1.01813953488372,3
"111",0.402597402597402,0.838702460850112,1
"112",0.519480519480519,0.777852348993289,1
"113",0.675324675324675,0.69910514541387,1
"114",0.779220779220779,0.629306487695749,1
"115",0.87012987012987,0.541610738255033,1
"116",0.961038961038961,0.44496644295302,1
"117",0.987012987012987,0.360850111856823,1
"118",1,0.265995525727069,1
"119",1.02597402597403,0.221252796420582,1
"120",1.18181818181818,0.221252796420582,1
"121",1.46753246753247,0.244519015659955,1
"122",1.94805194805195,0.301789709172259,1
"123",2.38961038961039,0.357270693512304,1
"124",2.83116883116883,0.410961968680089,1
"125",3.28571428571429,0.466442953020134,1
"126",3.62337662337662,0.507606263982103,1
"127",4,0.55413870246085,1
"128",5.33766233766234,0.702684563758389,1
"129",5.83116883116883,0.754586129753915,1
"130",6.28571428571429,0.801118568232662,1
"131",6.88311688311689,0.861968680089485,1
"132",0.311688311688311,0.888814317673378,1.05
"133",0.558441558441558,0.797539149888143,1.05
"134",0.753246753246753,0.720581655480985,1.05
"135",0.935064935064935,0.62751677852349,1.05
"136",1.09090909090909,0.525503355704698,1.05
"137",1.19480519480519,0.459284116331096,1.05
"138",1.33766233766234,0.375167785234899,1.05
"139",1.45454545454545,0.334004474272931,1.05
"140",1.71428571428571,0.312527964205817,1.05
"141",2.16883116883117,0.353691275167785,1.05
"142",2.64935064935065,0.405592841163311,1.05
"143",3.24675324675325,0.475391498881432,1.05
"144",3.81818181818182,0.539821029082774,1.05
"145",5.83116883116883,0.765324384787472,1.05
"146",6.1948051948052,0.804697986577182,1.05
"147",6.71428571428571,0.856599552572707,1.05
"148",0.701298701298701,0.788590604026846,1.1
"149",0.883116883116883,0.724161073825503,1.1
"150",1.14285714285714,0.62572706935123,1.1
"151",1.35064935064935,0.543400447427293,1.1
"152",1.51948051948052,0.475391498881432,1.1
"153",1.62337662337662,0.437807606263982,1.1
"154",1.83116883116883,0.402013422818792,1.1
"155",2.24675324675325,0.403803131991051,1.1
"156",2.87012987012987,0.455704697986577,1.1
"157",3.46753246753247,0.514765100671141,1.1
"158",4.49350649350649,0.62572706935123,1.1
"159",5.12987012987013,0.693736017897092,1.1
"160",6.44155844155844,0.835123042505593,1.1
"161",0.894444444444444,0.77248322147651,1.15
"162",1.14074074074074,0.69910514541387,1.15
"163",1.42592592592593,0.611409395973154,1.15
"164",1.6462962962963,0.55413870246085,1.15
"165",1.93148148148148,0.496868008948546,1.15
"166",2.15185185185185,0.471812080536913,1.15
"167",2.63148148148148,0.486129753914989,1.15
"168",3.11111111111111,0.51834451901566,1.15
"169",3.61666666666667,0.559507829977629,1.15
"170",4.18703703703704,0.611409395973154,1.15
"171",4.78333333333333,0.672259507829978,1.15
"172",5.58703703703704,0.749217002237137,1.15
"173",6.57222222222222,0.853020134228188,1.15
"174",0.936802973977695,0.786800894854586,1.2
"175",1.22304832713755,0.725950782997763,1.2
"176",1.56133828996282,0.652572706935123,1.2
"177",1.84758364312268,0.597091722595078,1.2
